Front;Back;LessonID;TopicTags;Family;Category
Avant que;Bevor (+ Subjonctif);1;conjunctions;avant que;Lesson 1: Zeit
Après que;Nachdem (+ Indikativ);1;conjunctions;après que;Lesson 1: Zeit
Déjà;Schon / Bereits;1;adverbs;déjà;Lesson 1: Zeit
Pas encore;Noch nicht;1;adverbs;pas encore;Lesson 1: Zeit
J'avais fini;Ich war fertig (PQP);1;grammar;j'avais fini;Lesson 1: Grammatik
Il était parti;Er war weggegangen (PQP);1;grammar;il était parti;Lesson 1: Grammatik
À cause de;Wegen;1;prepositions;à cause de;Lesson 1: Kausalität
Grâce à;Dank;1;prepositions;grâce à;Lesson 1: Kausalität
Soudain;Plötzlich;1;adverbs;soudain;Lesson 1: Erzählung
Pendant que;Während;1;conjunctions;pendant que;Lesson 1: Zeit
Histoire;Geschichte;2;nouns;histoire;Lesson 2: Erzählung
Aventure;Abenteuer;2;nouns;aventure;Lesson 2: Erzählung
D'abord;Zuerst;2;adverbs;d'abord;Lesson 2: Struktur
Ensuite;Dann / Danach;2;adverbs;ensuite;Lesson 2: Struktur
Enfin;Schließlich;2;adverbs;enfin;Lesson 2: Struktur
Heureusement;Glücklicherweise;2;adverbs;heureusement;Lesson 2: Adverbien
Malheureusement;Leider;2;adverbs;malheureusement;Lesson 2: Adverbien
Se passer;Geschehen / Passieren;2;verbs;se passer;Lesson 2: Verben
Raconter;Erzählen;2;verbs;raconter;Lesson 2: Verben
Surprise;Überraschung;2;nouns;surprise;Lesson 2: Erzählung
Actualités;Nachrichten / Aktuelles;3;nouns;actualités;Lesson 3: Medien
Journal;Zeitung / Tagebuch;3;nouns;journal;Lesson 3: Medien
Accident;Unfall;3;nouns;accident;Lesson 3: Bericht
Blessé;Verletzt / Verletzter;3;adjectives;blessé;Lesson 3: Bericht
Gouvernement;Regierung;3;nouns;gouvernement;Lesson 3: Politik
Élection;Wahl;3;nouns;élection;Lesson 3: Politik
A été arrêté;Wurde verhaftet (Passiv);3;grammar;a été arrêté;Lesson 3: Grammatik
Est construit;Wird gebaut (Passiv);3;grammar;est construit;Lesson 3: Grammatik
Manifestation;Demonstration;3;nouns;manifestation;Lesson 3: Politik
Grève;Streik;3;nouns;grève;Lesson 3: Politik
Je voudrais;Ich würde gerne (Cond);4;grammar;je voudrais;Lesson 4: Wünsche
J'aimerais;Ich möchte / würde lieben (Cond);4;grammar;j'aimerais;Lesson 4: Wünsche
Rêve;Traum;4;nouns;rêve;Lesson 4: Träume
Gagner;Gewinnen / Verdienen;4;verbs;gagner;Lesson 4: Verben
Monde;Welt;4;nouns;monde;Lesson 4: Träume
Voyagerait;Würde reisen;4;grammar;voyagerait;Lesson 4: Grammatik
Achèterait;Würde kaufen;4;grammar;achèterait;Lesson 4: Grammatik
Loterie;Lotterie;4;nouns;loterie;Lesson 4: Träume
Espérer;Hoffen;4;verbs;espérer;Lesson 4: Verben
Souhaiter;Wünschen;4;verbs;souhaiter;Lesson 4: Verben
Tu devrais;Du solltest;5;grammar;tu devrais;Lesson 5: Ratschläge
Vous pourriez;Sie könnten;5;grammar;vous pourriez;Lesson 5: Ratschläge
À ta place;An deiner Stelle;5;phrases;à ta place;Lesson 5: Phrasen
Il vaudrait mieux;Es wäre besser;5;phrases;il vaudrait mieux;Lesson 5: Phrasen
Conseil;Rat / Ratschlag;5;nouns;conseil;Lesson 5: Nouns
Solution;Lösung;5;nouns;solution;Lesson 5: Nouns
Problème;Problem;5;nouns;problème;Lesson 5: Nouns
Aider;Helfen;5;verbs;aider;Lesson 5: Verben
Suggérer;Vorschlagen;5;verbs;suggérer;Lesson 5: Verben
Poli;Höflich;5;adjectives;poli;Lesson 5: Adjektive
Si;Wenn / Falls;6;conjunctions;si;Lesson 6: Grammatik
Si j'étais;Wenn ich wäre;6;grammar;si j'étais;Lesson 6: Hypothese
Si j'avais;Wenn ich hätte;6;grammar;si j'avais;Lesson 6: Hypothese
Président;Präsident;6;nouns;président;Lesson 6: Fantasie
Changer;Ändern;6;verbs;changer;Lesson 6: Verben
Possibe;Möglich;6;adjectives;possibe;Lesson 6: Adjektive
Impossible;Unmöglich;6;adjectives;impossible;Lesson 6: Adjektive
Riche;Reich;6;adjectives;riche;Lesson 6: Adjektive
Pauvre;Arm;6;adjectives;pauvre;Lesson 6: Adjektive
Imaginer;Sich vorstellen;6;verbs;imaginer;Lesson 6: Verben
Il faut que;Es ist nötig, dass (+ Subj);7;grammar;il faut que;Lesson 7: Subjonctif
Je veux que;Ich will, dass (+ Subj);7;grammar;je veux que;Lesson 7: Subjonctif
Que je sois;Dass ich sei (être Subj);7;grammar;que je sois;Lesson 7: Subjonctif
Que j'aie;Dass ich habe (avoir Subj);7;grammar;que j'aie;Lesson 7: Subjonctif
Que je fasse;Dass ich mache (faire Subj);7;grammar;que je fasse;Lesson 7: Subjonctif
Que j'aille;Dass ich gehe (aller Subj);7;grammar;que j'aille;Lesson 7: Subjonctif
Important;Wichtig;7;adjectives;important;Lesson 7: Adjektive
Nécessaire;Notwendig;7;adjectives;nécessaire;Lesson 7: Adjektive
Obligation;Verpflichtung;7;nouns;obligation;Lesson 7: Nouns
Règle;Regel;7;nouns;règle;Lesson 7: Nouns
Content;Zufrieden / Froh;8;adjectives;content;Lesson 8: Gefühle
Triste;Traurig;8;adjectives;triste;Lesson 8: Gefühle
Heureux;Glücklich;8;adjectives;heureux;Lesson 8: Gefühle
Peur;Angst;8;nouns;peur;Lesson 8: Gefühle
Surpris;Überrascht;8;adjectives;surpris;Lesson 8: Gefühle
Je suis content que;Ich bin froh, dass (+ Subj);8;grammar;je suis content que;Lesson 8: Subjonctif
Je regrette que;Ich bedaure, dass (+ Subj);8;grammar;je regrette que;Lesson 8: Subjonctif
Pourvu que;Hoffentlich / Vorausgesetzt dass (+ Subj);8;conjunctions;pourvu que;Lesson 8: Subjonctif
Sentiment;Gefühl;8;nouns;sentiment;Lesson 8: Nouns
Émotion;Emotion;8;nouns;émotion;Lesson 8: Nouns
À mon avis;Meiner Meinung nach;9;phrases;à mon avis;Lesson 9: Meinung
Selon moi;Meiner Ansicht nach;9;phrases;selon moi;Lesson 9: Meinung
Je pense que;Ich denke, dass (+ Indikativ);9;phrases;je pense que;Lesson 9: Meinung
Je ne pense pas que;Ich denke nicht, dass (+ Subjonctif);9;grammar;je ne pense pas que;Lesson 9: Meinung
Pourtant;Dennoch;9;adverbs;pourtant;Lesson 9: Konnektoren
Cependant;Jedoch;9;adverbs;cependant;Lesson 9: Konnektoren
En revanche;Hingegen;9;adverbs;en revanche;Lesson 9: Konnektoren
D'un côté;Einerseits;9;adverbs;d'un côté;Lesson 9: Konnektoren
De l'autre côté;Andererseits;9;adverbs;de l'autre côté;Lesson 9: Konnektoren
D'accord;Einverstanden;9;phrases;d'accord;Lesson 9: Meinung
Il dit que;Er sagt, dass;10;phrases;il dit que;Lesson 10: Rede
Il a dit que;Er hat gesagt, dass;10;phrases;il a dit que;Lesson 10: Rede
Demander;Fragen / Bitten;10;verbs;demander;Lesson 10: Verben
Répondre;Antworten;10;verbs;répondre;Lesson 10: Verben
Déclarer;Erklären;10;verbs;déclarer;Lesson 10: Verben
Annoncer;Ankündigen;10;verbs;annoncer;Lesson 10: Verben
Interview;Interview;10;nouns;interview;Lesson 10: Medien
Citation;Zitat;10;nouns;citation;Lesson 10: Medien
Vérité;Wahrheit;10;nouns;vérité;Lesson 10: Nouns
Mensonge;Lüge;10;nouns;mensonge;Lesson 10: Nouns
Dont;Dessen / Wovon (Relativ);11;grammar;dont;Lesson 11: Grammatik
Où;Wo / Wohin (Relativ);11;grammar;où;Lesson 11: Grammatik
Ce qui;Das, was (Subjekt);11;grammar;ce qui;Lesson 11: Grammatik
Ce que;Das, was (Objekt);11;grammar;ce que;Lesson 11: Grammatik
Lieu;Ort;11;nouns;lieu;Lesson 11: Details
Personne;Person;11;nouns;personne;Lesson 11: Details
Chose;Sache / Ding;11;nouns;chose;Lesson 11: Details
Besoin;Bedürfnis (avoir besoin de -> dont);11;nouns;besoin;Lesson 11: Details
Envie;Lust (avoir envie de -> dont);11;nouns;envie;Lesson 11: Details
Connaître;Kennen;11;verbs;connaître;Lesson 11: Verben
Culture;Kultur;12;nouns;culture;Lesson 12: Kultur
Art;Kunst;12;nouns;art;Lesson 12: Kultur
Littérature;Literatur;12;nouns;littérature;Lesson 12: Kultur
Film;Film;12;nouns;film;Lesson 12: Kultur
Auteur;Autor;12;nouns;auteur;Lesson 12: Kultur
En parlant;Sprechend (Gérondif);12;grammar;en parlant;Lesson 12: Grammatik
En faisant;Machend (Gérondif);12;grammar;en faisant;Lesson 12: Grammatik
Intéressant;Interessant;12;adjectives;intéressant;Lesson 12: Adjektive
Ennuyeux;Langweilig;12;adjectives;ennuyeux;Lesson 12: Adjektive
Roman;Roman;12;nouns;roman;Lesson 12: Kultur
