Front;Back;LessonID;TopicTags;Family;Category
Bonjour;Guten Tag / Hallo;1;greetings;bonjour;Lesson 1: Begrüßung
Salut;Hallo / Tschüss (informell);1;greetings;salut;Lesson 1: Begrüßung
Je m'appelle...;Ich heiße...;1;intro;je m'appelle...;Lesson 1: Vorstellung
Comment tu t'appelles ?;Wie heißt du?;1;intro;comment tu t'appelles ?;Lesson 1: Vorstellung
Ça va ?;Wie geht's?;1;greetings;ça va ?;Lesson 1: Begrüßung
Merci;Danke;1;basics;merci;Lesson 1: Floskeln
Au revoir;Auf Wiedersehen;1;greetings;au revoir;Lesson 1: Begrüßung
Un;Eins;1;numbers;un;Lesson 1: Zahlen
Deux;Zwei;1;numbers;deux;Lesson 1: Zahlen
Trois;Drei;1;numbers;trois;Lesson 1: Zahlen
Mère;Mutter;2;family;mère;Lesson 2: Familie
Père;Vater;2;family;père;Lesson 2: Familie
Parents;Eltern;2;family;parents;Lesson 2: Familie
Frère;Bruder;2;family;frère;Lesson 2: Familie
Sœur;Schwester;2;family;sœur;Lesson 2: Familie
J'ai...;Ich habe...;2;verbs;j'ai...;Lesson 2: Verben
Âge;Alter;2;nouns;âge;Lesson 2: Persönlich
Dix;Zehn;2;numbers;dix;Lesson 2: Zahlen
Vingt;Zwanzig;2;numbers;vingt;Lesson 2: Zahlen
Ami;Freund;2;people;ami;Lesson 2: Persönlich
Je voudrais;Ich möchte (höflich);3;phrases;je voudrais;Lesson 3: Bestellen
S'il vous plaît;Bitte (formell);3;phrases;s'il vous plaît;Lesson 3: Bestellen
Café;Kaffee;3;food;café;Lesson 3: Essen
Thé;Tee;3;food;thé;Lesson 3: Essen
Eau;Wasser;3;food;eau;Lesson 3: Essen
Croissant;Croissant;3;food;croissant;Lesson 3: Essen
Combien ça coûte ?;Wie viel kostet das?;3;phrases;combien ça coûte ?;Lesson 3: Fragen
L'addition;Die Rechnung;3;nouns;l'addition;Lesson 3: Restaurant
Oui;Ja;3;basics;oui;Lesson 3: Basics
Non;Nein;3;basics;non;Lesson 3: Basics
