Front;Back;LessonID;TopicTags;Family;Category
Moult;Viel(e) (archaisch);1;archaisms;moult;Lesson 1: Archaismen
Oyez;Hört (archaisch);1;archaisms;oyez;Lesson 1: Archaismen
Occire;Töten (archaisch);1;archaisms;occire;Lesson 1: Archaismen
Gente dame;Edle Dame (archaisch);1;archaisms;gente dame;Lesson 1: Archaismen
Fichtre;Teufel auch (veraltet);1;archaisms;fichtre;Lesson 1: Archaismen
Étymologie;Etymologie;1;nouns;étymologie;Lesson 1: Geschichte
Racine;Wurzel;1;nouns;racine;Lesson 1: Geschichte
Latin;Latein;1;nouns;latin;Lesson 1: Geschichte
Évolution;Evolution;1;nouns;évolution;Lesson 1: Geschichte
Sémantique;Semantik;1;nouns;sémantique;Lesson 1: Geschichte
C'est ouf;Das ist verrückt (Verlan für fou);2;slang;c'est ouf;Lesson 2: Slang
Meuf;Frau (Verlan für femme);2;slang;meuf;Lesson 2: Slang
Relou;Nervig (Verlan für lourd);2;slang;relou;Lesson 2: Slang
Boloss;Loser / Idiot;2;slang;boloss;Lesson 2: Slang
Genre;Sozusagen / Typ (Füllwort);2;slang;genre;Lesson 2: Slang
Numérique;Digital;2;nouns;numérique;Lesson 2: Tech
Logiciel;Software;2;nouns;logiciel;Lesson 2: Tech
Algorithme;Algorithmus;2;nouns;algorithme;Lesson 2: Tech
Réseaux sociaux;Soziale Netzwerke;2;nouns;réseaux sociaux;Lesson 2: Tech
Buzz;Aufregung / Hype;2;nouns;buzz;Lesson 2: Tech
Char;Auto (Québec);3;regional;char;Lesson 3: Frankophonie
Blonde;Freundin (Québec);3;regional;blonde;Lesson 3: Frankophonie
Déjeuner;Frühstück (Québec/Suisse);3;regional;déjeuner;Lesson 3: Frankophonie
Dîner;Mittagessen (Québec/Suisse);3;regional;dîner;Lesson 3: Frankophonie
Souper;Abendessen (Québec/Suisse);3;regional;souper;Lesson 3: Frankophonie
Septante;Siebzig (Belgien/Suisse);3;numbers;septante;Lesson 3: Frankophonie
Nonante;Neunzig (Belgien/Suisse);3;numbers;nonante;Lesson 3: Frankophonie
Essence;Benzin;3;nouns;essence;Lesson 3: Frankophonie
Magasiner;Shoppen (Québec);3;verbs;magasiner;Lesson 3: Frankophonie
Courriel;E-Mail (Québec);3;nouns;courriel;Lesson 3: Frankophonie
Sous-entendu;Impliziertes / Unterton;4;nouns;sous-entendu;Lesson 4: Implizites
Non-dit;Ungesagtes;4;nouns;non-dit;Lesson 4: Implizites
Insinuer;Andeuten / Unterstellen;4;verbs;insinuer;Lesson 4: Implizites
Tacite;Stillschweigend;4;adjectives;tacite;Lesson 4: Implizites
Allusion;Anspielung;4;nouns;allusion;Lesson 4: Implizites
Ambiguïté;Zweideutigkeit;4;nouns;ambiguïté;Lesson 4: Implizites
Équivoque;Doppeldeutigkeit;4;nouns;équivoque;Lesson 4: Implizites
Lire entre les lignes;Zwischen den Zeilen lesen;4;phrases;lire entre les lignes;Lesson 4: Phrasen
Diplomatie;Diplomatie;4;nouns;diplomatie;Lesson 4: Implizites
Tact;Taktgefühl;4;nouns;tact;Lesson 4: Implizites
Jeu de mots;Wortspiel;5;nouns;jeu de mots;Lesson 5: Humor
Calembour;Kalauer;5;nouns;calembour;Lesson 5: Humor
Second degré;Zweite Ebene (Ironie);5;nouns;second degré;Lesson 5: Humor
Hilarant;Zum Schreien komisch;5;adjectives;hilarant;Lesson 5: Humor
Spirituel;Geistreich;5;adjectives;spirituel;Lesson 5: Humor
Plaisanterie;Scherz;5;nouns;plaisanterie;Lesson 5: Humor
Mordant;Bissig;5;adjectives;mordant;Lesson 5: Humor
Satire;Satire;5;nouns;satire;Lesson 5: Humor
Parodie;Parodie;5;nouns;parodie;Lesson 5: Humor
Absurde;Absurd;5;adjectives;absurde;Lesson 5: Humor
Pastiche;Stilimitat;6;nouns;pastiche;Lesson 6: Literatur
Plagiat;Plagiat;6;nouns;plagiat;Lesson 6: Literatur
Prose;Prosa;6;nouns;prose;Lesson 6: Literatur
Vers;Vers;6;nouns;vers;Lesson 6: Literatur
Rime;Reim;6;nouns;rime;Lesson 6: Literatur
Alexandrin;Alexandriner (Versmaß);6;nouns;alexandrin;Lesson 6: Literatur
Sonnet;Sonett;6;nouns;sonnet;Lesson 6: Literatur
Dramaturge;Dramatiker;6;nouns;dramaturge;Lesson 6: Literatur
Romanesque;Romanhaft;6;adjectives;romanesque;Lesson 6: Literatur
Lyrique;Lyrisch;6;adjectives;lyrique;Lesson 6: Literatur
Jurisprudence;Rechtsprechung;7;nouns;jurisprudence;Lesson 7: Recht
Législation;Gesetzgebung;7;nouns;législation;Lesson 7: Recht
Nonobstant;Ungeachtet;7;prepositions;nonobstant;Lesson 7: Recht
Ci-après;Nachstehend;7;adverbs;ci-après;Lesson 7: Recht
Stipuler;Vertraglich festlegen;7;verbs;stipuler;Lesson 7: Recht
Litige;Rechtsstreit;7;nouns;litige;Lesson 7: Recht
Plaider;Plädieren;7;verbs;plaider;Lesson 7: Recht
Greffier;Gerichtsschreiber;7;nouns;greffier;Lesson 7: Recht
Acquitter;Freisprechen;7;verbs;acquitter;Lesson 7: Recht
Condamner;Verurteilen;7;verbs;condamner;Lesson 7: Recht
Polémique;Polemik;8;nouns;polémique;Lesson 8: Wissenschaft
Controverse;Kontroverse;8;nouns;controverse;Lesson 8: Wissenschaft
Réfuter;Widerlegen;8;verbs;réfuter;Lesson 8: Wissenschaft
Valider;Bestätigen / Validieren;8;verbs;valider;Lesson 8: Wissenschaft
Paradigme;Paradigma;8;nouns;paradigme;Lesson 8: Wissenschaft
Empirique;Empirisch;8;adjectives;empirique;Lesson 8: Wissenschaft
Corrélation;Korrelation;8;nouns;corrélation;Lesson 8: Wissenschaft
Causalité;Kausalität;8;nouns;causalité;Lesson 8: Wissenschaft
Postulat;Postulat / Grundannahme;8;nouns;postulat;Lesson 8: Wissenschaft
Axiome;Axiom;8;nouns;axiome;Lesson 8: Wissenschaft
Métaphysique;Metaphysik;9;nouns;métaphysique;Lesson 9: Philosophie
Épistémologie;Erkenntnistheorie;9;nouns;épistémologie;Lesson 9: Philosophie
Ontologie;Ontologie (Lehre vom Sein);9;nouns;ontologie;Lesson 9: Philosophie
Transcendant;Transzendent;9;adjectives;transcendant;Lesson 9: Philosophie
Intrinsèque;Intrinsisch / Innerlich;9;adjectives;intrinsèque;Lesson 9: Philosophie
Allégorie;Allegorie;9;nouns;allégorie;Lesson 9: Philosophie
